Source	Target	Type	Confidence	Rule_ID	Quality_Tier	Meets_Original_Threshold
X276_RS09380	X276_RS12555	activation	1.000	X276_RS12555_rule_1	high	True
X276_RS14375	X276_RS12555	activation	1.000	X276_RS12555_rule_2	high	True
X276_RS14370	X276_RS12555	activation	1.000	X276_RS12555_rule_3	high	True
X276_RS07540	X276_RS12560	activation	1.000	X276_RS12560_rule_1	high	True
X276_RS00240	X276_RS12560	activation	1.000	X276_RS12560_rule_2	high	True
X276_RS17070	X276_RS12560	activation	1.000	X276_RS12560_rule_3	high	True
X276_RS13710	X276_RS12565	activation	1.000	X276_RS12565_rule_1	high	True
X276_RS13700	X276_RS12565	activation	1.000	X276_RS12565_rule_2	high	True
X276_RS03945	X276_RS12565	activation	1.000	X276_RS12565_rule_3	high	True
X276_RS07540	X276_RS12570	activation	1.000	X276_RS12570_rule_1	high	True
X276_RS00240	X276_RS12570	activation	1.000	X276_RS12570_rule_2	high	True
X276_RS17070	X276_RS12570	activation	1.000	X276_RS12570_rule_3	high	True
X276_RS28280	X276_RS12575	activation	1.000	X276_RS12575_rule_1	high	True
X276_RS12440	X276_RS12575	activation	1.000	X276_RS12575_rule_2	high	True
X276_RS12435	X276_RS12575	activation	1.000	X276_RS12575_rule_3	high	True
X276_RS28280	X276_RS12580	activation	1.000	X276_RS12580_rule_1	high	True
X276_RS12440	X276_RS12580	activation	1.000	X276_RS12580_rule_2	high	True
X276_RS12435	X276_RS12580	activation	1.000	X276_RS12580_rule_3	high	True
X276_RS11740	X276_RS12585	activation	1.000	X276_RS12585_rule_1	high	True
X276_RS11665	X276_RS12585	activation	1.000	X276_RS12585_rule_2	high	True
X276_RS27685	X276_RS12585	activation	1.000	X276_RS12585_rule_3	high	True
X276_RS11740	X276_RS12590	activation	1.000	X276_RS12590_rule_1	high	True
X276_RS11665	X276_RS12590	activation	1.000	X276_RS12590_rule_2	high	True
X276_RS27685	X276_RS12590	activation	1.000	X276_RS12590_rule_3	high	True
X276_RS12275	X276_RS12595	activation	1.000	X276_RS12595_rule_1	high	True
X276_RS12280	X276_RS12595	activation	1.000	X276_RS12595_rule_2	high	True
X276_RS11855	X276_RS12595	activation	1.000	X276_RS12595_rule_3	high	True
X276_RS05160	X276_RS12600	activation	1.000	X276_RS12600_rule_1	high	True
X276_RS00250	X276_RS12600	activation	1.000	X276_RS12600_rule_2	high	True
X276_RS00475	X276_RS12600	activation	1.000	X276_RS12600_rule_3	high	True
X276_RS11740	X276_RS12605	activation	1.000	X276_RS12605_rule_1	high	True
X276_RS11665	X276_RS12605	activation	1.000	X276_RS12605_rule_2	high	True
X276_RS27685	X276_RS12605	activation	1.000	X276_RS12605_rule_3	high	True
X276_RS12895	X276_RS12610	activation	1.000	X276_RS12610_rule_1	high	True
X276_RS12750	X276_RS12610	activation	1.000	X276_RS12610_rule_2	high	True
X276_RS12895	X276_RS12610	activation	1.000	X276_RS12610_rule_1	high	True
X276_RS12620	X276_RS12615	activation	0.941	X276_RS12615_rule_1	high	True
X276_RS18835	X276_RS12615	activation	0.941	X276_RS12615_rule_1	high	True
X276_RS12620	X276_RS12615	activation	0.941	X276_RS12615_rule_1	high	True
X276_RS18835	X276_RS12615	activation	0.941	X276_RS12615_rule_1	high	True
X276_RS12620	X276_RS12615	activation	0.941	X276_RS12615_rule_1	high	True
X276_RS18835	X276_RS12615	activation	0.941	X276_RS12615_rule_1	high	True
X276_RS12115	X276_RS12620	activation	0.947	X276_RS12620_rule_1	high	True
X276_RS12135	X276_RS12620	activation	0.947	X276_RS12620_rule_2	high	True
X276_RS12445	X276_RS12620	activation	0.947	X276_RS12620_rule_3	high	True
X276_RS11490	X276_RS12625	activation	0.952	X276_RS12625_rule_1	high	True
X276_RS11225	X276_RS12625	activation	0.952	X276_RS12625_rule_2	high	True
X276_RS08575	X276_RS12625	activation	0.952	X276_RS12625_rule_3	high	True
X276_RS11490	X276_RS12630	activation	1.000	X276_RS12630_rule_1	high	True
X276_RS12640	X276_RS12630	activation	1.000	X276_RS12630_rule_1	high	True
X276_RS11490	X276_RS12630	activation	1.000	X276_RS12630_rule_2	high	True
X276_RS16550	X276_RS12630	activation	1.000	X276_RS12630_rule_2	high	True
X276_RS16550	X276_RS12630	activation	1.000	X276_RS12630_rule_3	high	True
X276_RS12635	X276_RS12630	activation	1.000	X276_RS12630_rule_3	high	True
X276_RS12815	X276_RS12635	activation	1.000	X276_RS12635_rule_1	high	True
X276_RS12875	X276_RS12635	activation	1.000	X276_RS12635_rule_2	high	True
X276_RS12710	X276_RS12635	activation	1.000	X276_RS12635_rule_3	high	True
X276_RS00765	X276_RS12640	activation	1.000	X276_RS12640_rule_1	high	True
X276_RS00765	X276_RS12640	activation	1.000	X276_RS12640_rule_1	high	True
X276_RS00765	X276_RS12640	activation	1.000	X276_RS12640_rule_1	high	True
X276_RS11740	X276_RS12645	activation	1.000	X276_RS12645_rule_1	high	True
X276_RS11665	X276_RS12645	activation	1.000	X276_RS12645_rule_2	high	True
X276_RS12585	X276_RS12645	activation	1.000	X276_RS12645_rule_3	high	True
X276_RS11740	X276_RS12650	activation	1.000	X276_RS12650_rule_1	high	True
X276_RS11665	X276_RS12650	activation	1.000	X276_RS12650_rule_2	high	True
X276_RS12585	X276_RS12650	activation	1.000	X276_RS12650_rule_3	high	True
X276_RS12790	X276_RS12655	activation	1.000	X276_RS12655_rule_1	high	True
X276_RS12775	X276_RS12655	activation	1.000	X276_RS12655_rule_2	high	True
X276_RS12685	X276_RS12655	activation	1.000	X276_RS12655_rule_3	high	True
X276_RS28280	X276_RS12660	activation	0.957	X276_RS12660_rule_1	high	True
X276_RS12440	X276_RS12660	activation	0.957	X276_RS12660_rule_2	high	True
X276_RS12485	X276_RS12660	activation	0.957	X276_RS12660_rule_3	high	True
X276_RS11490	X276_RS12665	activation	1.000	X276_RS12665_rule_1	high	True
X276_RS09415	X276_RS12665	activation	1.000	X276_RS12665_rule_1	high	True
X276_RS09415	X276_RS12665	activation	1.000	X276_RS12665_rule_2	high	True
X276_RS08945	X276_RS12665	activation	1.000	X276_RS12665_rule_2	high	True
X276_RS08400	X276_RS12665	activation	1.000	X276_RS12665_rule_3	high	True
X276_RS09415	X276_RS12665	activation	1.000	X276_RS12665_rule_3	high	True
X276_RS14370	X276_RS12670	activation	1.000	X276_RS12670_rule_1	high	True
X276_RS12555	X276_RS12670	activation	1.000	X276_RS12670_rule_2	high	True
X276_RS14375	X276_RS12670	activation	1.000	X276_RS12670_rule_3	high	True
X276_RS07540	X276_RS12675	activation	1.000	X276_RS12675_rule_1	high	True
X276_RS00240	X276_RS12675	activation	1.000	X276_RS12675_rule_2	high	True
X276_RS17070	X276_RS12675	activation	1.000	X276_RS12675_rule_3	high	True
X276_RS12635	X276_RS12680	activation	1.000	X276_RS12680_rule_1	high	True
X276_RS12730	X276_RS12680	activation	1.000	X276_RS12680_rule_2	high	True
X276_RS12710	X276_RS12680	activation	1.000	X276_RS12680_rule_3	high	True
X276_RS12790	X276_RS12685	activation	1.000	X276_RS12685_rule_1	high	True
X276_RS12775	X276_RS12685	activation	1.000	X276_RS12685_rule_2	high	True
X276_RS12695	X276_RS12685	activation	1.000	X276_RS12685_rule_3	high	True
X276_RS11740	X276_RS12690	activation	1.000	X276_RS12690_rule_1	high	True
X276_RS11665	X276_RS12690	activation	1.000	X276_RS12690_rule_2	high	True
X276_RS12585	X276_RS12690	activation	1.000	X276_RS12690_rule_3	high	True
X276_RS12790	X276_RS12695	activation	1.000	X276_RS12695_rule_1	high	True
X276_RS12775	X276_RS12695	activation	1.000	X276_RS12695_rule_2	high	True
X276_RS12685	X276_RS12695	activation	1.000	X276_RS12695_rule_3	high	True
X276_RS07540	X276_RS12700	activation	1.000	X276_RS12700_rule_1	high	True
X276_RS00240	X276_RS12700	activation	1.000	X276_RS12700_rule_2	high	True
X276_RS17070	X276_RS12700	activation	1.000	X276_RS12700_rule_3	high	True
X276_RS11740	X276_RS12705	activation	1.000	X276_RS12705_rule_1	high	True
X276_RS11665	X276_RS12705	activation	1.000	X276_RS12705_rule_2	high	True
X276_RS12585	X276_RS12705	activation	1.000	X276_RS12705_rule_3	high	True
X276_RS12635	X276_RS12710	activation	1.000	X276_RS12710_rule_1	high	True
X276_RS12730	X276_RS12710	activation	1.000	X276_RS12710_rule_2	high	True
X276_RS12680	X276_RS12710	activation	1.000	X276_RS12710_rule_3	high	True
X276_RS11740	X276_RS12715	activation	1.000	X276_RS12715_rule_1	high	True
X276_RS11665	X276_RS12715	activation	1.000	X276_RS12715_rule_2	high	True
X276_RS12585	X276_RS12715	activation	1.000	X276_RS12715_rule_3	high	True
X276_RS01840	X276_RS12720	activation	1.000	X276_RS12720_rule_1	high	True
X276_RS09025	X276_RS12720	activation	1.000	X276_RS12720_rule_2	high	True
X276_RS13635	X276_RS12720	activation	1.000	X276_RS12720_rule_3	high	True
X276_RS12635	X276_RS12730	activation	1.000	X276_RS12730_rule_1	high	True
X276_RS12710	X276_RS12730	activation	1.000	X276_RS12730_rule_2	high	True
X276_RS12680	X276_RS12730	activation	1.000	X276_RS12730_rule_3	high	True
X276_RS11740	X276_RS12735	activation	1.000	X276_RS12735_rule_1	high	True
X276_RS11665	X276_RS12735	activation	1.000	X276_RS12735_rule_2	high	True
X276_RS12585	X276_RS12735	activation	1.000	X276_RS12735_rule_3	high	True
X276_RS11740	X276_RS12740	activation	1.000	X276_RS12740_rule_1	high	True
X276_RS11665	X276_RS12740	activation	1.000	X276_RS12740_rule_2	high	True
X276_RS12585	X276_RS12740	activation	1.000	X276_RS12740_rule_3	high	True
X276_RS12475	X276_RS12745	activation	1.000	X276_RS12745_rule_1	high	True
X276_RS12475	X276_RS12745	activation	1.000	X276_RS12745_rule_1	high	True
X276_RS12475	X276_RS12745	activation	1.000	X276_RS12745_rule_1	high	True
X276_RS12895	X276_RS12750	activation	1.000	X276_RS12750_rule_1	high	True
X276_RS12610	X276_RS12750	activation	1.000	X276_RS12750_rule_2	high	True
X276_RS12895	X276_RS12750	activation	1.000	X276_RS12750_rule_1	high	True
X276_RS06120	X276_RS12755	activation	1.000	X276_RS12755_rule_1	high	True
X276_RS06120	X276_RS12755	activation	1.000	X276_RS12755_rule_1	high	True
X276_RS06120	X276_RS12755	activation	1.000	X276_RS12755_rule_1	high	True
X276_RS12385	X276_RS12760	activation	1.000	X276_RS12760_rule_1	high	True
X276_RS06730	X276_RS12760	inhibition	1.000	X276_RS12760_rule_1	high	True
X276_RS14085	X276_RS12760	inhibition	1.000	X276_RS12760_rule_2	high	True
X276_RS12385	X276_RS12760	activation	1.000	X276_RS12760_rule_2	high	True
X276_RS14045	X276_RS12760	activation	1.000	X276_RS12760_rule_3	high	True
X276_RS12385	X276_RS12760	inhibition	1.000	X276_RS12760_rule_3	high	True
X276_RS13615	X276_RS12765	activation	0.952	X276_RS12765_rule_1	high	True
X276_RS00765	X276_RS12765	activation	0.952	X276_RS12765_rule_2	high	True
X276_RS12640	X276_RS12765	activation	0.952	X276_RS12765_rule_3	high	True
X276_RS11740	X276_RS12770	activation	1.000	X276_RS12770_rule_1	high	True
X276_RS11665	X276_RS12770	activation	1.000	X276_RS12770_rule_2	high	True
X276_RS12585	X276_RS12770	activation	1.000	X276_RS12770_rule_3	high	True
X276_RS12790	X276_RS12775	activation	1.000	X276_RS12775_rule_1	high	True
X276_RS12800	X276_RS12775	activation	1.000	X276_RS12775_rule_2	high	True
X276_RS12695	X276_RS12775	activation	1.000	X276_RS12775_rule_3	high	True
X276_RS12835	X276_RS12780	activation	1.000	X276_RS12780_rule_1	high	True
X276_RS12850	X276_RS12780	activation	1.000	X276_RS12780_rule_2	high	True
X276_RS12955	X276_RS12780	activation	1.000	X276_RS12780_rule_3	high	True
X276_RS11350	X276_RS12785	activation	1.000	X276_RS12785_rule_1	high	True
X276_RS12490	X276_RS12785	activation	1.000	X276_RS12785_rule_2	high	True
X276_RS12530	X276_RS12785	activation	1.000	X276_RS12785_rule_3	high	True
X276_RS12775	X276_RS12790	activation	1.000	X276_RS12790_rule_1	high	True
X276_RS12800	X276_RS12790	activation	1.000	X276_RS12790_rule_2	high	True
X276_RS12695	X276_RS12790	activation	1.000	X276_RS12790_rule_3	high	True
X276_RS12775	X276_RS12795	activation	1.000	X276_RS12795_rule_1	high	True
X276_RS12800	X276_RS12795	activation	1.000	X276_RS12795_rule_2	high	True
X276_RS12695	X276_RS12795	activation	1.000	X276_RS12795_rule_3	high	True
X276_RS12775	X276_RS12800	activation	1.000	X276_RS12800_rule_1	high	True
X276_RS12795	X276_RS12800	activation	1.000	X276_RS12800_rule_2	high	True
X276_RS12695	X276_RS12800	activation	1.000	X276_RS12800_rule_3	high	True
X276_RS14375	X276_RS12805	activation	1.000	X276_RS12805_rule_1	high	True
X276_RS14370	X276_RS12805	activation	1.000	X276_RS12805_rule_2	high	True
X276_RS13765	X276_RS12805	activation	1.000	X276_RS12805_rule_3	high	True
X276_RS13210	X276_RS12810	activation	1.000	X276_RS12810_rule_1	high	True
X276_RS13090	X276_RS12810	activation	1.000	X276_RS12810_rule_2	high	True
X276_RS13210	X276_RS12810	activation	1.000	X276_RS12810_rule_1	high	True
X276_RS12635	X276_RS12815	activation	1.000	X276_RS12815_rule_1	high	True
X276_RS12710	X276_RS12815	activation	1.000	X276_RS12815_rule_2	high	True
X276_RS12730	X276_RS12815	activation	1.000	X276_RS12815_rule_3	high	True
X276_RS26050	X276_RS12820	activation	1.000	X276_RS12820_rule_1	high	True
X276_RS26050	X276_RS12820	activation	1.000	X276_RS12820_rule_1	high	True
X276_RS26050	X276_RS12820	activation	1.000	X276_RS12820_rule_1	high	True
X276_RS11910	X276_RS12825	activation	1.000	X276_RS12825_rule_1	high	True
X276_RS02985	X276_RS12825	inhibition	1.000	X276_RS12825_rule_1	high	True
X276_RS02985	X276_RS12825	inhibition	1.000	X276_RS12825_rule_2	high	True
X276_RS02560	X276_RS12825	activation	1.000	X276_RS12825_rule_2	high	True
X276_RS02985	X276_RS12825	inhibition	1.000	X276_RS12825_rule_3	high	True
X276_RS12920	X276_RS12825	activation	1.000	X276_RS12825_rule_3	high	True
X276_RS12835	X276_RS12830	activation	1.000	X276_RS12830_rule_1	high	True
X276_RS12850	X276_RS12830	activation	1.000	X276_RS12830_rule_2	high	True
X276_RS12955	X276_RS12830	activation	1.000	X276_RS12830_rule_3	high	True
X276_RS12830	X276_RS12835	activation	1.000	X276_RS12835_rule_1	high	True
X276_RS12850	X276_RS12835	activation	1.000	X276_RS12835_rule_2	high	True
X276_RS12955	X276_RS12835	activation	1.000	X276_RS12835_rule_3	high	True
X276_RS11350	X276_RS12840	activation	1.000	X276_RS12840_rule_1	high	True
X276_RS13670	X276_RS12840	activation	1.000	X276_RS12840_rule_2	high	True
X276_RS12250	X276_RS12840	activation	1.000	X276_RS12840_rule_3	high	True
X276_RS11740	X276_RS12845	activation	1.000	X276_RS12845_rule_1	high	True
X276_RS11665	X276_RS12845	activation	1.000	X276_RS12845_rule_2	high	True
X276_RS12585	X276_RS12845	activation	1.000	X276_RS12845_rule_3	high	True
X276_RS12830	X276_RS12850	activation	1.000	X276_RS12850_rule_1	high	True
X276_RS12835	X276_RS12850	activation	1.000	X276_RS12850_rule_2	high	True
X276_RS12955	X276_RS12850	activation	1.000	X276_RS12850_rule_3	high	True
X276_RS13450	X276_RS12855	activation	1.000	X276_RS12855_rule_1	high	True
X276_RS13450	X276_RS12855	activation	1.000	X276_RS12855_rule_1	high	True
X276_RS13450	X276_RS12855	activation	1.000	X276_RS12855_rule_1	high	True
X276_RS13475	X276_RS12860	activation	0.947	X276_RS12860_rule_1	high	True
X276_RS16835	X276_RS12860	activation	0.947	X276_RS12860_rule_2	high	True
X276_RS12850	X276_RS12860	activation	0.947	X276_RS12860_rule_3	high	True
X276_RS12830	X276_RS12865	activation	1.000	X276_RS12865_rule_1	high	True
X276_RS12850	X276_RS12865	activation	1.000	X276_RS12865_rule_2	high	True
X276_RS12835	X276_RS12865	activation	1.000	X276_RS12865_rule_3	high	True
X276_RS12830	X276_RS12870	activation	1.000	X276_RS12870_rule_1	high	True
X276_RS12850	X276_RS12870	activation	1.000	X276_RS12870_rule_2	high	True
X276_RS12835	X276_RS12870	activation	1.000	X276_RS12870_rule_3	high	True
X276_RS12635	X276_RS12875	activation	1.000	X276_RS12875_rule_1	high	True
X276_RS12710	X276_RS12875	activation	1.000	X276_RS12875_rule_2	high	True
X276_RS12730	X276_RS12875	activation	1.000	X276_RS12875_rule_3	high	True
X276_RS12830	X276_RS12880	activation	1.000	X276_RS12880_rule_1	high	True
X276_RS12850	X276_RS12880	activation	1.000	X276_RS12880_rule_2	high	True
X276_RS12835	X276_RS12880	activation	1.000	X276_RS12880_rule_3	high	True
X276_RS13880	X276_RS12885	activation	1.000	X276_RS12885_rule_1	high	True
X276_RS24970	X276_RS12885	activation	1.000	X276_RS12885_rule_2	high	True
X276_RS06895	X276_RS12885	activation	1.000	X276_RS12885_rule_3	high	True
X276_RS12750	X276_RS12895	activation	1.000	X276_RS12895_rule_1	high	True
X276_RS12610	X276_RS12895	activation	1.000	X276_RS12895_rule_2	high	True
X276_RS12750	X276_RS12895	activation	1.000	X276_RS12895_rule_1	high	True
X276_RS13135	X276_RS12900	activation	1.000	X276_RS12900_rule_1	high	True
X276_RS12905	X276_RS12900	activation	1.000	X276_RS12900_rule_2	high	True
X276_RS12550	X276_RS12900	activation	1.000	X276_RS12900_rule_3	high	True
X276_RS13135	X276_RS12905	activation	1.000	X276_RS12905_rule_1	high	True
X276_RS12900	X276_RS12905	activation	1.000	X276_RS12905_rule_2	high	True
X276_RS12550	X276_RS12905	activation	1.000	X276_RS12905_rule_3	high	True
X276_RS12830	X276_RS12910	activation	1.000	X276_RS12910_rule_1	high	True
X276_RS12850	X276_RS12910	activation	1.000	X276_RS12910_rule_2	high	True
X276_RS12835	X276_RS12910	activation	1.000	X276_RS12910_rule_3	high	True
X276_RS13165	X276_RS12915	activation	1.000	X276_RS12915_rule_1	high	True
X276_RS27700	X276_RS12915	activation	1.000	X276_RS12915_rule_2	high	True
X276_RS12990	X276_RS12915	activation	1.000	X276_RS12915_rule_3	high	True
X276_RS12825	X276_RS12920	activation	1.000	X276_RS12920_rule_1	high	True
X276_RS18835	X276_RS12920	activation	1.000	X276_RS12920_rule_1	high	True
X276_RS12825	X276_RS12920	activation	1.000	X276_RS12920_rule_2	high	True
X276_RS18835	X276_RS12920	activation	1.000	X276_RS12920_rule_2	high	True
X276_RS12825	X276_RS12920	activation	1.000	X276_RS12920_rule_2	high	True
X276_RS18835	X276_RS12920	activation	1.000	X276_RS12920_rule_2	high	True
X276_RS04350	X276_RS12925	activation	1.000	X276_RS12925_rule_1	high	True
X276_RS27105	X276_RS12925	activation	1.000	X276_RS12925_rule_1	high	True
X276_RS04100	X276_RS12925	activation	1.000	X276_RS12925_rule_2	high	True
X276_RS27105	X276_RS12925	activation	1.000	X276_RS12925_rule_2	high	True
X276_RS04350	X276_RS12925	activation	1.000	X276_RS12925_rule_3	high	True
X276_RS26165	X276_RS12925	activation	1.000	X276_RS12925_rule_3	high	True
X276_RS02390	X276_RS12930	activation	1.000	X276_RS12930_rule_1	high	True
X276_RS16755	X276_RS12930	activation	1.000	X276_RS12930_rule_2	high	True
X276_RS02390	X276_RS12930	activation	1.000	X276_RS12930_rule_1	high	True
X276_RS00285	X276_RS12935	activation	1.000	X276_RS12935_rule_1	high	True
X276_RS03315	X276_RS12935	activation	1.000	X276_RS12935_rule_2	high	True
X276_RS01245	X276_RS12935	activation	1.000	X276_RS12935_rule_3	high	True
X276_RS13930	X276_RS12940	activation	1.000	X276_RS12940_rule_1	high	True
X276_RS04440	X276_RS12940	activation	1.000	X276_RS12940_rule_2	high	True
X276_RS08640	X276_RS12940	activation	1.000	X276_RS12940_rule_3	high	True
X276_RS08575	X276_RS12945	activation	0.947	X276_RS12945_rule_1	high	True
X276_RS08575	X276_RS12945	activation	0.947	X276_RS12945_rule_1	high	True
X276_RS13875	X276_RS12945	activation	0.941	X276_RS12945_rule_3	high	True
X276_RS13710	X276_RS12950	activation	1.000	X276_RS12950_rule_1	high	True
X276_RS13700	X276_RS12950	activation	1.000	X276_RS12950_rule_2	high	True
X276_RS02690	X276_RS12950	activation	1.000	X276_RS12950_rule_3	high	True
X276_RS12830	X276_RS12955	activation	1.000	X276_RS12955_rule_1	high	True
X276_RS12850	X276_RS12955	activation	1.000	X276_RS12955_rule_2	high	True
X276_RS12835	X276_RS12955	activation	1.000	X276_RS12955_rule_3	high	True
X276_RS13150	X276_RS12960	activation	1.000	X276_RS12960_rule_1	high	True
X276_RS13155	X276_RS12960	activation	1.000	X276_RS12960_rule_2	high	True
X276_RS13160	X276_RS12960	activation	1.000	X276_RS12960_rule_3	high	True
X276_RS13425	X276_RS12965	activation	1.000	X276_RS12965_rule_1	high	True
X276_RS13415	X276_RS12965	activation	1.000	X276_RS12965_rule_2	high	True
X276_RS13235	X276_RS12965	activation	1.000	X276_RS12965_rule_3	high	True
X276_RS13150	X276_RS12970	activation	1.000	X276_RS12970_rule_1	high	True
X276_RS13155	X276_RS12970	activation	1.000	X276_RS12970_rule_2	high	True
X276_RS13160	X276_RS12970	activation	1.000	X276_RS12970_rule_3	high	True
X276_RS13150	X276_RS12975	activation	1.000	X276_RS12975_rule_1	high	True
X276_RS13155	X276_RS12975	activation	1.000	X276_RS12975_rule_2	high	True
X276_RS13160	X276_RS12975	activation	1.000	X276_RS12975_rule_3	high	True
X276_RS13150	X276_RS12980	activation	1.000	X276_RS12980_rule_1	high	True
X276_RS13155	X276_RS12980	activation	1.000	X276_RS12980_rule_2	high	True
X276_RS13160	X276_RS12980	activation	1.000	X276_RS12980_rule_3	high	True
X276_RS13425	X276_RS12985	activation	1.000	X276_RS12985_rule_1	high	True
X276_RS13415	X276_RS12985	activation	1.000	X276_RS12985_rule_2	high	True
X276_RS13235	X276_RS12985	activation	1.000	X276_RS12985_rule_3	high	True
X276_RS13165	X276_RS12990	activation	1.000	X276_RS12990_rule_1	high	True
X276_RS27700	X276_RS12990	activation	1.000	X276_RS12990_rule_2	high	True
X276_RS12915	X276_RS12990	activation	1.000	X276_RS12990_rule_3	high	True
X276_RS13025	X276_RS12995	activation	1.000	X276_RS12995_rule_1	high	True
X276_RS13025	X276_RS12995	activation	1.000	X276_RS12995_rule_1	high	True
X276_RS13025	X276_RS12995	activation	1.000	X276_RS12995_rule_1	high	True
X276_RS11555	X276_RS13000	activation	0.947	X276_RS13000_rule_1	high	True
X276_RS13375	X276_RS13000	activation	0.947	X276_RS13000_rule_2	high	True
X276_RS13475	X276_RS13000	activation	0.947	X276_RS13000_rule_3	high	True
X276_RS13150	X276_RS13005	activation	1.000	X276_RS13005_rule_1	high	True
X276_RS13155	X276_RS13005	activation	1.000	X276_RS13005_rule_2	high	True
X276_RS13160	X276_RS13005	activation	1.000	X276_RS13005_rule_3	high	True
X276_RS13150	X276_RS13010	activation	1.000	X276_RS13010_rule_1	high	True
X276_RS13155	X276_RS13010	activation	1.000	X276_RS13010_rule_2	high	True
X276_RS13160	X276_RS13010	activation	1.000	X276_RS13010_rule_3	high	True
X276_RS13150	X276_RS13015	activation	1.000	X276_RS13015_rule_1	high	True
X276_RS13155	X276_RS13015	activation	1.000	X276_RS13015_rule_2	high	True
X276_RS13160	X276_RS13015	activation	1.000	X276_RS13015_rule_3	high	True
X276_RS13150	X276_RS13020	activation	1.000	X276_RS13020_rule_1	high	True
X276_RS13155	X276_RS13020	activation	1.000	X276_RS13020_rule_2	high	True
X276_RS13160	X276_RS13020	activation	1.000	X276_RS13020_rule_3	high	True
X276_RS12995	X276_RS13025	activation	1.000	X276_RS13025_rule_1	high	True
X276_RS12995	X276_RS13025	activation	1.000	X276_RS13025_rule_1	high	True
X276_RS12995	X276_RS13025	activation	1.000	X276_RS13025_rule_1	high	True
X276_RS12555	X276_RS13030	activation	1.000	X276_RS13030_rule_1	high	True
X276_RS12670	X276_RS13030	activation	1.000	X276_RS13030_rule_2	high	True
X276_RS12495	X276_RS13030	activation	1.000	X276_RS13030_rule_3	high	True
X276_RS14650	X276_RS13040	activation	1.000	X276_RS13040_rule_1	high	True
X276_RS14650	X276_RS13040	activation	1.000	X276_RS13040_rule_1	high	True
X276_RS14650	X276_RS13040	activation	1.000	X276_RS13040_rule_1	high	True
X276_RS14010	X276_RS13045	activation	1.000	X276_RS13045_rule_1	high	True
X276_RS14010	X276_RS13045	activation	1.000	X276_RS13045_rule_1	high	True
X276_RS14010	X276_RS13045	activation	1.000	X276_RS13045_rule_1	high	True
X276_RS27695	X276_RS13050	activation	1.000	X276_RS13050_rule_1	high	True
X276_RS12465	X276_RS13050	activation	1.000	X276_RS13050_rule_2	high	True
X276_RS27695	X276_RS13050	activation	1.000	X276_RS13050_rule_1	high	True
X276_RS11455	X276_RS13055	activation	1.000	X276_RS13055_rule_1	high	True
X276_RS12230	X276_RS13055	activation	1.000	X276_RS13055_rule_2	high	True
X276_RS11455	X276_RS13055	activation	1.000	X276_RS13055_rule_1	high	True
X276_RS11755	X276_RS13060	activation	1.000	X276_RS13060_rule_1	high	True
X276_RS11665	X276_RS13060	activation	1.000	X276_RS13060_rule_2	high	True
X276_RS13595	X276_RS13060	activation	1.000	X276_RS13060_rule_3	high	True
X276_RS13425	X276_RS13065	activation	1.000	X276_RS13065_rule_1	high	True
X276_RS13415	X276_RS13065	activation	1.000	X276_RS13065_rule_2	high	True
X276_RS13235	X276_RS13065	activation	1.000	X276_RS13065_rule_3	high	True
X276_RS13425	X276_RS13070	activation	1.000	X276_RS13070_rule_1	high	True
X276_RS13415	X276_RS13070	activation	1.000	X276_RS13070_rule_2	high	True
X276_RS13235	X276_RS13070	activation	1.000	X276_RS13070_rule_3	high	True
X276_RS13165	X276_RS13075	activation	1.000	X276_RS13075_rule_1	high	True
X276_RS12915	X276_RS13075	activation	1.000	X276_RS13075_rule_2	high	True
X276_RS13285	X276_RS13075	activation	1.000	X276_RS13075_rule_3	high	True
X276_RS13250	X276_RS13080	activation	0.952	X276_RS13080_rule_1	high	True
X276_RS12370	X276_RS13080	activation	0.952	X276_RS13080_rule_2	high	True
X276_RS13250	X276_RS13080	activation	0.952	X276_RS13080_rule_1	high	True
X276_RS13165	X276_RS13085	activation	1.000	X276_RS13085_rule_1	high	True
X276_RS12915	X276_RS13085	activation	1.000	X276_RS13085_rule_2	high	True
X276_RS13285	X276_RS13085	activation	1.000	X276_RS13085_rule_3	high	True
X276_RS12810	X276_RS13090	activation	1.000	X276_RS13090_rule_1	high	True
X276_RS13210	X276_RS13090	activation	1.000	X276_RS13090_rule_2	high	True
X276_RS12810	X276_RS13090	activation	1.000	X276_RS13090_rule_1	high	True
X276_RS13425	X276_RS13095	activation	1.000	X276_RS13095_rule_1	high	True
X276_RS13415	X276_RS13095	activation	1.000	X276_RS13095_rule_2	high	True
X276_RS13235	X276_RS13095	activation	1.000	X276_RS13095_rule_3	high	True
X276_RS12925	X276_RS13100	activation	0.947	X276_RS13100_rule_1	high	True
X276_RS12925	X276_RS13100	activation	0.947	X276_RS13100_rule_1	high	True
X276_RS12925	X276_RS13100	activation	0.947	X276_RS13100_rule_1	high	True
X276_RS07190	X276_RS13105	activation	1.000	X276_RS13105_rule_1	high	True
X276_RS25860	X276_RS13105	inhibition	1.000	X276_RS13105_rule_1	high	True
X276_RS13395	X276_RS13105	activation	1.000	X276_RS13105_rule_2	high	True
X276_RS25860	X276_RS13105	inhibition	1.000	X276_RS13105_rule_2	high	True
X276_RS13360	X276_RS13105	activation	1.000	X276_RS13105_rule_3	high	True
X276_RS25860	X276_RS13105	inhibition	1.000	X276_RS13105_rule_3	high	True
